,Molecule SMILE,Molecule keywords
2691,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine
2692,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc(c2c1OCCO2)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine
2693,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(o2)/C=C(/C(=O)O)\C#N)CC(CCCC)CC)/C1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)CC,indole
2695,CCCCCC[Si]1(CCCCCC)c2cc(sc2c2c1cc(s2)C=C(C(=O)O)C#N)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCC)CC)c1ccc(cc1)OCC(CCCC)CC,triphenylamine
2697,CCCCCCOc1cc(OCCCCCC)ccc1c1ccc(cc1)N(c1ccc2c(c1)sc1c2sc(c1)c1ccc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
2698,CCCCOc1ccc(cc1)N(c1ccc2c(c1)ccc(n2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCC,triphenylamine
2701,N#C/C(=C\c1cc2c(s1)cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2703,N#C/C(=C\c1sc2c(c1)sc1c2sc(c1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2704,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2706,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2707,CCc1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2708,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2709,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,triphenylamine
2710,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2717,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,triphenylamine
2718,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,triphenylamine
2720,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2721,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2722,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2723,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2724,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C/c1sc2c(c1)n(c1c2sc(c1)C=C(C(=O)O)C#N)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,"triphenylamine,phenothiazine"
2725,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C/c1sc2c(c1)n(c1c2sc(c1)C=C(C(=O)O)C#N)c1ccc2c(c1)C(CCC)(CCC)c1c2c2c(c3c1c1ccccc1C3(CCC)CCC)c1c(C2(CCC)CCC)cccc1,triphenylamine
2726,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C/c1sc2c(c1)n(c1c2sc(c1)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC,triphenylamine
2727,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1nc(c(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine
2737,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2738,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2740,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2cccc3c2C2C4CCC(C2N3c2ccccc2)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2741,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2742,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(\C(=O)O)/C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2743,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2754,CCCCC(CC1(CC(CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,triphenylamine
2757,CCCCC(CC1(CC(CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,triphenylamine
2767,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c(c1)cc(n2c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccccc1)C(=O)O,indoline
2768,CCCCCCc1ccc(cc1)c1cc2c(n1c1ccc3c(c1)C(C)(C)c1c3cccc1)ccc(c2)c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N,indoline
2771,N#C/C(=C\c1cc2C3CCCC3N(c2c2c1cccc2)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline
2775,OC(=O)CN1C(=S)S/C(=C\c2cc3C4CCCC4N(c3c3c2cccc3)c2ccc(cc2)C=C(c2ccccc2)c2ccccc2)/C1=O,indoline
2785,CCCCC(COc1cc(OCC(CCCC)CC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CC(CCCC)CC)CC(CCCC)CC)CC,triphenylamine
2790,CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2793,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccc(cc2C2C1C1CCC2C1)c1ccc(cc1)OC,indoline
2794,CCCCCCCCCCCCc1cc(sc1c1sc2c(c1)sc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1cccs1)C3,indoline
2795,CCCCCCCCCCCCc1cc(sc1c1cc2c(s1)cc(s2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1C3CCC(C1N2c1ccc(cc1)c1ccc(cc1)OC)C3,indoline
2797,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)C(=O)O)c1c(c2c2ccc(s2)c2ccc(cc2)N2C3C4CCC(C3c3c2cccc3)C4)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2798,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2799,N#CC(=Cc1ccc(s1)c1ccc(s1)c1c(c2ccccc2)n(c2c1cccc2)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,indoline
2801,CCN1C(=S)S/C(=c\2/s/c(=C\c3cc4C5CCCC5N(c4c4c3cccc4)c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline
2803,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,indoline
2804,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n1c2cc2c1cc(cc2)C)/C(=O)O,indoline
2805,CCN1C(=S)S/C(=c\2/s/c(=c\3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(cc4)C=C(c4ccccc4)c4ccccc4)sc(=O)n3CC(=O)O)/c(=O)n2CC)/C1=O,indoline
2806,CCCCCCCCn1/c(=C/2\SC(=S)N(C2=O)CCCCCCCC)/s/c(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)sc(=O)n2CC(=O)O)/c1=O,indoline
2807,CCCCC(Cn1c(=O)/c(=c/2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)sc(=O)n2CC(=O)O)/s/c/1=C\1/SC(=S)N(C1=O)CC(CCCC)CC)CC,indoline
2808,OC(=O)Cn1c(=O)sc(=Cc2ccc3c(c2)C2CCCC2N3c2ccc(cc2)C=C(c2ccccc2)c2ccccc2)/c/1=c\1/s/c(=C\2/SC(=S)N(C2=O)c2ccccc2)/n(c1=O)c1ccccc1,indoline
2809,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=c\3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(cc4)C=C(c4ccccc4)c4ccccc4)sc(=O)n3CC(=O)O)/c(=O)n2c2ccccc2)/C1=O,indoline
2810,CCCCCCCCn1c(=O)/c(=c/2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)sc(=O)n2CC(=O)O)/s/c/1=C\1/SC(=S)N(C1=O)c1ccccc1,indoline
2813,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)C(=O)O)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2814,CCCCCCCCCCCCc1cc(sc1c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N1c2ccccc2C2C1C1CCC2C1,indoline
2815,CCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)/C=C\2/N(CC)c3c(C2(C)C)c2ccccc2cc3)[O-])C(c2c1ccc(c2)C(=O)O)(C)C,"indoline,squaraine"
2816,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(s2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2817,CCCCCCCCn1nc2c(n1)c(c1ccc(cc1)N1c3ccccc3C3C1C1CCC3C1)c1c(c2c2ccc(cc2)/C=C(/C(=O)O)\C#N)nc(c(n1)c1ccccc1)c1ccccc1,indoline
2820,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline
2821,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline
2822,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,indoline
2823,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,indoline
2824,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(cc1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,indoline
2825,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O,indoline
2829,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)C#Cc1ccc(cc1)/C=C(\C(=O)O)/C#N,indoline
2831,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O,indoline
2832,CCCCCCn1c2ccc(cc2c2c1c1ccccc1C2(CCCCCC)CCCCCC)C#Cc1ccc(s1)/C=C(/C(=O)O)\C#N,indoline
2833,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(o1)/C=C(/C(=O)O)\C#N)CC,"indoline,triphenylamine"
2834,CCCCC(Cn1c2nc3c(ccc(c3nc2c2c1cc(cc2)c1ccc(s1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,"indoline,triphenylamine"
2835,CCCCC(Cn1c2nc3c(ccc(c3nc2c2c1cc(cc2)c1ccc(o1)/C=c/1\sc(=C(C#N)C#N)[nH]c1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,"indoline,triphenylamine"
2840,CCCCC(Cn1c2cc3c(cc2c2c1ccc(c2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(n3CC(CCCC)CC)ccc(c1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,"indoline, carbazole"
2841,CCCCCCCCCCCCn1c(cc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline
2842,CCCCCCCCCCCCn1c(cc2c1ccc(c2)c1ccc(s1)/C=C\1/SC(=S)N(C1=O)CC(=O)O)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O,indoline
2850,N#C/C(=C\c1ccc(s1)c1c(c2ccccc2)c(c2n1cccc2)C)/C(=O)O,indolzine
2851,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,indoline
2853,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1cccc(c1)/C=C(/C(=O)O)\C#N,indoline
2855,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)/C=C(/C(=O)O)\C#N,indoline
2857,CCCCn1c2ccc(cc2c2c1nc1ccccc1n2)C#Cc1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,indoline
2871,CCCCCCCCn1c(c2ccc(cc2)OCCCCCCCC)c(c2c1ccc(c2)c1ccc(o1)/C=C(\C(=O)O)/C#N)c1c2cc(ccc2n(c1c1ccc(cc1)OCCCCCCCC)CCCCCCCC)c1ccc(o1)/C=C(\C(=O)O)/C#N,indoline
2873,CCCCCCCCN1C(=O)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)sc(=O)n2CC(=O)O)/C1=O,indoline
2875,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccccc3)sc(=O)n2CC(=O)O)/C1=O,indoline
2876,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccccc3C(=O)O)sc(=O)n2CC)/C1=O,indoline
2877,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3cccc(c3)C(=O)O)sc(=O)n2CC)/C1=O,indoline
2878,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C(=O)O)sc(=O)n2CC)/C1=O,indoline
2879,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)CO)sc(=O)n2CC(=O)O)/C1=O,indoline
2880,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)CO)sc(=O)n2CCC(=O)O)/C1=O,indoline
2881,CCN1C(=S)S/C(=c\2/c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)CO)sc(=O)n2CCCC(=O)O)/C1=O,indoline
2882,CCCCCCn1cc(c2c1cccc2)/C=C(\c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)/C#N,indoline
2883,CCCCCCn1cc(c2c1cccc2)/C=C(\c1ccc(s1)/C=N/c1ccc(cc1)C(=O)O)/C#N,"indoline, triphenylamine"
2884,N#CC(=Cc1ccc(s1)c1ccc(s1)c1cc2CCCC3c2c(c1)C(c1ccc2c(c1)C(C)(C)c1c2cccc1)N3c1ccccc1)C(=O)O,indoline
2885,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c3c1CCCC3N(C2c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccccc1)C(=O)O,indoline
2888,N#C/C(=C\c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline
2889,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1ccc2c(c1)C1CCCC1N2c1ccccc1,indoline
2892,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline
2896,N#C/C(=C\c1ccc2c(c1)nc(s2)c1ccc2c(c1)CCN2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)/C(=O)O,indoline
2901,CCCCC(Cn1c2cc(ccc2c2c1nc1c(ccc(c1n2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,"indoline,triphenylamine"
2902,CCCCCCn1cc(c2c1cccc2)/C=C(\c1ccc(s1)C=C(C(=O)O)C#N)/C#N,indoline
2903,CCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(s3)c3ccc4c(c3)N(CC4)c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline
2906,CCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)nc(s4)c3ccc4c(c3)CCN4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline
2909,CCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline
2910,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,indoline
2911,N#CC(=Cc1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline
2912,N#CC(=Cc1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline
2913,N#CC(=Cc1ccc(s1)/C=C/c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline
2914,N#CC(=Cc1ccc(s1)/C=C/c1ccc(s1)c1ccc2c(c1)[C@@H]1CCC[C@H]1N2c1ccc(cc1)C)C(=O)O,indoline
2927,CCCCCCn1cc(c2c1ccc(c2)OC)/C=C(\c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)/C#N,indoline
2931,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1)/C(=O)O,indoline
2933,CCCCCCc1cc(sc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1,indoline
2934,CCCCCn1c2ccc(cc2c2c1cccc2)N1C2CCCC2c2c1cc(/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N)cc2,indoline
2936,CCCCCCC1(CCCCCC)c2ccccc2c2c1ccc(c2)N1C2CCCC2c2c1cc(/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N)cc2,indoline
2938,N#C/C(=C\c1ccc(s1)/C=C/c1ccc2c(c1)N(c1ccc(cc1)C)C1C2CCC1)/C(=O)O,indoline
2939,CCN1C(=S)S/C(=c/2\s/c(=C\c3ccc4c(c3)N(c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)C3C4CCC3)/c(=O)n2CC(=O)O)/C1=O,indoline
2940,OC(=O)CN1C(=S)S/C(=c/2\s/c(=C\c3ccc4c(c3)N(c3ccc(cc3)/C=C(\c3ccccc3)/C3=CC=CCC3)C3C4CCC3)/c(=O)n2CC(=O)O)/C1=O,indoline
2941,CCN1C(=S)S/C(=c/2\s/c(=C\c3ccc4c(c3)N(c3ccc(cc3)/C=C(\c3ccccc3)/C3=CC=CCC3)C3C4CCC3)/c(=O)n2CCC(=O)O)/C1=O,indoline
2942,CCN1C(=S)S/C(=c/2\s/c(=c/3\s/c(=C\c4ccc5c(c4)N(c4ccc(cc4)/C=C(\c4ccccc4)/C4=CC=CCC4)C4C5CCC4)/c(=O)n3CC(=O)O)/c(=O)n2CC)/C1=O,indoline
2943,CCCCCCc1cc(sc1c1cc(c(s1)C=C(C(=O)O)C#N)CCCCCC)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)OC,indoline
2947,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1cc2c(s1)c1c(n2CC)cccc1,indoline
2948,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1cc2c(s1)c1c(n2CC)cccc1,indoline
2949,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N)c1sc(cc1CCCCCC)c1sc2c(c1)n(c1c2cccc1)CC,indoline
2955,CCCCCCn1cc(c2c1ccc(c2)OC)/C=C(\c1ccc(s1)/C=N/c1ccc(cc1)C(=O)O)/C#N,indoline
2963,CCCCn1c(/C=C/c2ccc(n2c2ccc(cc2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C=C(\C(=O)O)/C#N)cc2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,indoline
2964,CCCCCCn1c2ccc(cc2c2c1cccc2)c1ccc(cc1)n1c(ccc1/C=C(\C(=O)O)/C#N)/C=C/c1cc2c(n1CCCC)ccc(c2)c1ccc2c(c1)c1ccccc1n2CCCCCC,indoline
2969,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C,indoline
2970,CCCCCCc1cc(sc1c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1ccc(c2c1nsn2)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC,indoline
2971,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N)c1ccc2c(c1)c1CCCc1n2CC,indole
2981,CCCC1(CCC)c2ccc(cc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline
2988,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C(C)(C)C)/C(=O)O,indoline
2991,CCCC1(CCC)c2ccc(cc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N,indoline
2995,CCCCCCn1cc(c2c1ccc(c2)OC)/C=C(\c1ccc(s1)C=C(C(=O)O)C#N)/C#N,indoline
2996,OC(=O)c1ccc2c(c1)C(=O)/C(=C/c1ccc(s1)c1ccc3c(c1)C1CCCC1N3c1ccc3c(c1)C(C)(C)c1c3cccc1)/C2=O,indoline
2997,CCCCCCc1cc(sc1/C=C/1\C(=O)c2c(C1=O)cc(cc2)C(=O)O)c1ccc2c(c1)C1CCCC1N2c1ccc2c(c1)C(C)(C)c1c2cccc1,indoline
